Ticket ID,员工编号,部门,岗位等级,费用类型,金额,城市,城市等级,费用日期,出差开始日期,出差结束日期,商户,发票号码,票据状态,审批状态,预算编码,用途说明
EXP-202606-0136,E3001,产品部,L2,客户招待,1680,北京,一线,2026-06-16,2026-06-15,2026-06-17,晨光办公,INV-2026060136,完整,未提交,PROD-RND,客户项目阶段性沟通工作餐
EXP-202606-0137,E4002,运营部,L3,交通,250.37,上海,一线,2026-06-06,2026-06-03,2026-06-06,城市出行,INV-2026060137,完整,无需额外审批,UNKNOWN-001,上海出差交通
EXP-202606-0138,E4001,运营部,L1,办公采购,324.03,北京,一线,2026-06-05,2026-06-05,2026-06-08,晨光办公,INV-2026060001,完整,无需额外审批,OPS-GENERAL,项目办公用品采购
EXP-202606-0139,E4001,运营部,L1,办公采购,1241.03,南昌,三线,2026-06-04,2026-06-03,2026-06-04,江南餐厅,INV-2026060139,完整,无需额外审批,OPS-GENERAL,客户项目阶段性沟通晚餐
EXP-202606-0140,E3001,产品部,L2,住宿,351.17,北京,三线,2026-06-06,2026-06-05,2026-06-06,汇景酒店,INV-2026060140,完整,无需额外审批,PROD-RND,上海客户项目出差住宿
EXP-202606-0141,E4002,运营部,L3,客户招待,821.37,武汉,二线,2026-06-22,2026-06-20,2026-06-23,江南餐厅,,缺失,无需额外审批,OPS-GENERAL,武汉客户沟通工作餐
EXP-202606-0142,E1001,销售部,L2,住宿,580,成都,二线,2026-06-12,2026-06-12,2026-06-13,云栖酒店,INV-2026060142,完整,无需额外审批,SALES-TRAVEL,成都客户项目出差住宿
EXP-202606-0143,E1002,销售部,L3,办公采购,550.44,南昌,三线,2026-06-24,2026-06-19,2026-06-20,数码供应站,INV-2026060143,完整,无需额外审批,SALES-TRAVEL,项目办公用品采购
EXP-202606-0144,E1001,销售部,L2,客户招待,1680,南昌,三线,2026-06-24,2026-06-23,2026-06-24,机场快线,INV-2026060144,完整,未提交,SALES-TRAVEL,客户项目阶段性沟通工作餐
EXP-202606-0145,E3002,产品部,L4,客户招待,718.71,广州,一线,2026-06-15,2026-06-15,2026-06-18,和悦会馆,INV-2026060145,完整,无需额外审批,UNKNOWN-001,广州客户沟通工作餐
EXP-202606-0146,E1002,销售部,L3,交通,52.05,合肥,三线,2026-06-04,2026-06-03,2026-06-05,城市出行,INV-2026060001,完整,无需额外审批,SALES-TRAVEL,合肥出差交通
EXP-202606-0147,E3001,产品部,L2,办公采购,540.81,武汉,二线,2026-06-02,2026-06-02,2026-06-03,江南餐厅,INV-2026060147,完整,无需额外审批,PROD-RND,客户项目阶段性沟通晚餐
EXP-202606-0148,E4001,运营部,L1,办公采购,580.45,北京,三线,2026-06-05,2026-06-03,2026-06-05,数码供应站,INV-2026060148,完整,无需额外审批,OPS-GENERAL,项目办公用品采购
EXP-202606-0149,E3001,产品部,L2,住宿,312.28,合肥,三线,2026-06-10,2026-06-07,2026-06-10,云栖酒店,,缺失,无需额外审批,PROD-RND,合肥客户项目出差住宿
EXP-202606-0150,E2002,交付部,L3,住宿,780,武汉,二线,2026-06-12,2026-06-11,2026-06-14,数码供应站,INV-2026060150,完整,无需额外审批,DELIVERY-TRAVEL,武汉客户项目出差住宿
EXP-202606-0151,E3002,产品部,L4,客户招待,592.13,武汉,二线,2026-06-22,2026-06-15,2026-06-18,和悦会馆,INV-2026060151,完整,无需额外审批,PROD-RND,武汉客户沟通工作餐
EXP-202606-0152,E3001,产品部,L2,客户招待,1680,南昌,三线,2026-06-14,2026-06-13,2026-06-15,聚合餐饮,INV-2026060152,完整,未提交,PROD-RND,客户项目阶段性沟通工作餐
EXP-202606-0153,E1001,销售部,L2,住宿,351.77,成都,二线,2026-06-16,2026-06-15,2026-06-16,城际酒店,INV-2026060153,完整,无需额外审批,UNKNOWN-001,成都客户项目出差住宿
EXP-202606-0154,E2001,交付部,L2,交通,185.46,杭州,二线,2026-06-04,2026-06-02,2026-06-05,高铁票务,INV-2026060001,完整,无需额外审批,DELIVERY-TRAVEL,杭州出差交通
EXP-202606-0155,E1002,销售部,L3,办公采购,216.16,杭州,二线,2026-06-09,2026-06-08,2026-06-09,江南餐厅,INV-2026060155,完整,无需额外审批,SALES-TRAVEL,客户项目阶段性沟通晚餐
EXP-202606-0156,E2001,交付部,L2,客户招待,599.18,北京,三线,2026-06-25,2026-06-23,2026-06-26,和悦会馆,INV-2026060156,完整,无需额外审批,DELIVERY-TRAVEL,成都客户沟通工作餐
EXP-202606-0157,E2002,交付部,L3,办公采购,506.43,北京,一线,2026-06-07,2026-06-07,2026-06-08,企业采购中心,,缺失,无需额外审批,DELIVERY-TRAVEL,项目办公用品采购
EXP-202606-0158,E2001,交付部,L2,住宿,580,杭州,二线,2026-06-02,2026-06-02,2026-06-04,和悦会馆,INV-2026060158,完整,无需额外审批,DELIVERY-TRAVEL,杭州客户项目出差住宿
EXP-202606-0159,E2001,交付部,L2,住宿,418.43,广州,一线,2026-06-22,2026-06-15,2026-06-18,城际酒店,INV-2026060159,完整,无需额外审批,DELIVERY-TRAVEL,广州客户项目出差住宿
EXP-202606-0160,E3001,产品部,L2,客户招待,1680,杭州,二线,2026-06-06,2026-06-05,2026-06-06,机场快线,INV-2026060160,完整,未提交,PROD-RND,客户项目阶段性沟通工作餐
EXP-202606-0161,E3002,产品部,L4,客户招待,1680,广州,一线,2026-06-08,2026-06-06,2026-06-08,城市出行,,缺失,未提交,PROD-RND,客户项目阶段性沟通工作餐
EXP-202606-0162,E1001,销售部,L2,住宿,580,武汉,二线,2026-06-19,2026-06-19,2026-06-22,汇景酒店,INV-2026060162,完整,无需额外审批,UNKNOWN-001,武汉客户项目出差住宿
EXP-202606-0163,E2002,交付部,L3,客户招待,661.23,武汉,二线,2026-06-14,2026-06-07,2026-06-10,江南餐厅,INV-2026060001,完整,无需额外审批,DELIVERY-TRAVEL,武汉客户沟通工作餐
EXP-202606-0164,E3002,产品部,L4,办公采购,1680,杭州,二线,2026-06-11,2026-06-10,2026-06-11,江南餐厅,INV-2026060164,完整,未提交,PROD-RND,客户项目阶段性沟通晚餐
EXP-202606-0165,E3001,产品部,L2,办公采购,595.91,北京,三线,2026-06-11,2026-06-10,2026-06-11,晨光办公,INV-2026060165,完整,无需额外审批,UNKNOWN-001,项目办公用品采购
EXP-202606-0166,E3001,产品部,L2,住宿,307.5,合肥,三线,2026-06-04,2026-06-04,2026-06-05,云栖酒店,,缺失,无需额外审批,PROD-RND,合肥客户项目出差住宿
EXP-202606-0167,E4001,运营部,L1,住宿,530,合肥,三线,2026-06-22,2026-06-21,2026-06-23,江南餐厅,INV-2026060167,完整,无需额外审批,OPS-GENERAL,合肥客户项目出差住宿
EXP-202606-0168,E2001,交付部,L2,客户招待,806.6,北京,三线,2026-06-12,2026-06-07,2026-06-08,和悦会馆,INV-2026060168,完整,无需额外审批,DELIVERY-TRAVEL,广州客户沟通工作餐
EXP-202606-0169,E3002,产品部,L4,客户招待,1680,南昌,三线,2026-06-02,2026-06-01,2026-06-03,和悦会馆,,缺失,未提交,PROD-RND,客户项目阶段性沟通工作餐
EXP-202606-0170,E3002,产品部,L4,住宿,1080,广州,一线,2026-06-02,2026-06-02,2026-06-05,城市出行,INV-2026060170,完整,无需额外审批,UNKNOWN-001,广州客户项目出差住宿
EXP-202606-0171,E2001,交付部,L2,住宿,305.31,广州,一线,2026-06-21,2026-06-16,2026-06-17,汇景酒店,INV-2026060001,完整,无需额外审批,DELIVERY-TRAVEL,广州客户项目出差住宿
EXP-202606-0172,E3002,产品部,L4,办公采购,1680,上海,一线,2026-06-20,2026-06-17,2026-06-20,江南餐厅,INV-2026060172,完整,未提交,PROD-RND,客户项目阶段性沟通晚餐
EXP-202606-0173,E2001,交付部,L2,办公采购,878.69,北京,三线,2026-06-16,2026-06-15,2026-06-16,企业采购中心,INV-2026060173,完整,无需额外审批,UNKNOWN-001,项目办公用品采购
EXP-202606-0174,E2002,交付部,L3,办公采购,209.46,杭州,二线,2026-06-26,2026-06-24,2026-06-27,企业采购中心,,缺失,无需额外审批,DELIVERY-TRAVEL,项目办公用品采购
EXP-202606-0175,E3002,产品部,L4,住宿,1080,北京,一线,2026-06-23,2026-06-21,2026-06-24,江南餐厅,INV-2026060175,完整,无需额外审批,PROD-RND,北京客户项目出差住宿
EXP-202606-0176,E2002,交付部,L3,办公采购,817.66,北京,三线,2026-06-13,2026-06-07,2026-06-09,晨光办公,INV-2026060176,完整,无需额外审批,DELIVERY-TRAVEL,项目办公用品采购
EXP-202606-0177,E3002,产品部,L4,客户招待,1680,南昌,三线,2026-06-15,2026-06-14,2026-06-15,晨光办公,,缺失,未提交,PROD-RND,客户项目阶段性沟通工作餐
EXP-202606-0178,E2001,交付部,L2,住宿,680,北京,一线,2026-06-12,2026-06-11,2026-06-13,和悦会馆,INV-2026060178,完整,无需额外审批,UNKNOWN-001,北京客户项目出差住宿
EXP-202606-0179,E4001,运营部,L1,办公采购,598.54,杭州,二线,2026-06-13,2026-06-07,2026-06-09,企业采购中心,INV-2026060001,完整,无需额外审批,OPS-GENERAL,项目办公用品采购
EXP-202606-0180,E3002,产品部,L4,办公采购,1680,南昌,三线,2026-06-02,2026-06-02,2026-06-03,江南餐厅,INV-2026060180,完整,未提交,PROD-RND,客户项目阶段性沟通晚餐
EXP-202606-0181,E4001,运营部,L1,办公采购,956.33,北京,三线,2026-06-22,2026-06-22,2026-06-25,数码供应站,INV-2026060181,完整,无需额外审批,UNKNOWN-001,项目办公用品采购
EXP-202606-0182,E4002,运营部,L3,客户招待,301.32,上海,一线,2026-06-11,2026-06-10,2026-06-11,江南餐厅,,缺失,无需额外审批,OPS-GENERAL,上海客户沟通工作餐
EXP-202606-0183,E3001,产品部,L2,住宿,680,北京,一线,2026-06-18,2026-06-16,2026-06-19,江南餐厅,INV-2026060183,完整,无需额外审批,PROD-RND,北京客户项目出差住宿
EXP-202606-0184,E2001,交付部,L2,办公采购,447.87,北京,三线,2026-06-08,2026-06-01,2026-06-04,数码供应站,INV-2026060184,完整,无需额外审批,DELIVERY-TRAVEL,项目办公用品采购
EXP-202606-0185,E3002,产品部,L4,客户招待,1680,合肥,三线,2026-06-03,2026-06-01,2026-06-03,企业采购中心,,缺失,未提交,PROD-RND,客户项目阶段性沟通工作餐
EXP-202606-0186,E3002,产品部,L4,住宿,980,杭州,二线,2026-06-08,2026-06-05,2026-06-08,城市出行,INV-2026060186,完整,无需额外审批,UNKNOWN-001,杭州客户项目出差住宿
EXP-202606-0187,E1001,销售部,L2,客户招待,598.49,北京,一线,2026-06-10,2026-06-05,2026-06-06,江南餐厅,INV-2026060001,完整,无需额外审批,SALES-TRAVEL,北京客户沟通工作餐
EXP-202606-0188,E3001,产品部,L2,办公采购,1680,广州,一线,2026-06-21,2026-06-20,2026-06-21,江南餐厅,INV-2026060188,完整,未提交,PROD-RND,客户项目阶段性沟通晚餐
EXP-202606-0189,E1001,销售部,L2,客户招待,670.48,北京,三线,2026-06-13,2026-06-12,2026-06-13,聚合餐饮,INV-2026060189,完整,无需额外审批,UNKNOWN-001,武汉客户沟通工作餐
EXP-202606-0190,E1002,销售部,L3,办公采购,269.74,上海,一线,2026-06-13,2026-06-12,2026-06-14,数码供应站,,缺失,无需额外审批,SALES-TRAVEL,项目办公用品采购
EXP-202606-0191,E2001,交付部,L2,办公采购,1874.47,成都,二线,2026-06-19,2026-06-18,2026-06-20,城市出行,INV-2026060191,完整,紧急采购事后补批,DELIVERY-TRAVEL,客户现场突发故障应急采购，制度未覆盖当前情形
EXP-202606-0192,E1001,销售部,L2,办公采购,3097.61,武汉,二线,2026-06-23,2026-06-23,2026-06-24,聚合餐饮,INV-2026060192,完整,紧急采购事后补批,SALES-TRAVEL,客户现场突发故障应急采购，制度未覆盖当前情形
EXP-202606-0193,E2002,交付部,L3,办公采购,3224.09,南昌,三线,2026-06-02,2026-06-01,2026-06-02,机场快线,INV-2026060193,完整,紧急采购事后补批,DELIVERY-TRAVEL,客户现场突发故障应急采购，制度未覆盖当前情形
EXP-202606-0194,E3001,产品部,L2,办公采购,3478.17,北京,一线,2026-06-16,2026-06-16,2026-06-18,企业采购中心,INV-2026060194,完整,紧急采购事后补批,PROD-RND,客户现场突发故障应急采购，制度未覆盖当前情形
EXP-202606-0195,E1001,销售部,L2,办公采购,2522.88,北京,一线,2026-06-24,2026-06-24,2026-06-25,云栖酒店,INV-2026060195,完整,紧急采购事后补批,SALES-TRAVEL,客户现场突发故障应急采购，制度未覆盖当前情形
EXP-202606-0196,E2001,交付部,L2,办公采购,3526.46,杭州,二线,2026-06-13,2026-06-12,2026-06-14,机场快线,INV-2026060196,完整,紧急采购事后补批,DELIVERY-TRAVEL,客户现场突发故障应急采购，制度未覆盖当前情形
EXP-202606-0197,E2002,交付部,L3,办公采购,3509.69,北京,一线,2026-06-06,2026-06-04,2026-06-07,和悦会馆,INV-2026060197,完整,紧急采购事后补批,DELIVERY-TRAVEL,客户现场突发故障应急采购，制度未覆盖当前情形
EXP-202606-0198,E1001,销售部,L2,办公采购,3880.97,南昌,三线,2026-06-14,2026-06-14,2026-06-15,聚合餐饮,INV-2026060198,完整,紧急采购事后补批,SALES-TRAVEL,客户现场突发故障应急采购，制度未覆盖当前情形
EXP-202606-0199,E2001,交付部,L2,办公采购,4194.12,合肥,三线,2026-06-06,2026-06-04,2026-06-06,城市出行,INV-2026060199,完整,紧急采购事后补批,DELIVERY-TRAVEL,客户现场突发故障应急采购，制度未覆盖当前情形
EXP-202606-0200,E2001,交付部,L2,办公采购,2360.54,杭州,二线,2026-06-06,2026-06-05,2026-06-08,机场快线,INV-2026060200,完整,紧急采购事后补批,DELIVERY-TRAVEL,客户现场突发故障应急采购，制度未覆盖当前情形
